chr1	11623	14409	DDX11L1	0.0
chr1	29120	29370	WASH7P	0.0
chr1	35831	36081	FAM138A	0.0
chr1	35831	36081	FAM138F	0.0
chr1	68840	70008	OR4F5	0.0
chr1	140316	140566	LOC729737	0.0
chr1	323641	328581	LOC100132062	2.9606177869240646
chr1	323641	328581	LOC100132287	2.9606177869240646
chr1	564139	564389	LOC101928626	0.0
chr1	713818	714068	LOC100288069	7.630670539515589
chr1	752500	755214	FAM87B	0.7028989074719592
chr1	762652	762902	LINC00115	15.261341079031178
chr1	762720	794826	LINC01128	75.95574430283612
chr1	811932	812182	FAM41C	5.087113693010393
chr1	854822	855072	LOC100130417	38.153352697577944
chr1	860870	879961	SAMD11	18.81920300502116
chr1	894429	894679	NOC2L	2.5435568465051963
chr1	895716	901099	KLHL17	88.47873295710532
chr1	901626	910484	PLEKHN1	48.95873135348114
chr1	917247	917497	PERM1	20.34845477204157
chr1	935302	935552	HES4	5.087113693010393
chr1	948596	949919	ISG15	91.80259971324499
chr1	955252	991499	AGRN	75.66392169680877
chr1	1009437	1009687	RNF223	71.2195917021455
chr1	1051486	1051736	C1orf159	17.804897925536373
chr1	1072146	1079434	LINC01342	0.6107607685763026
chr1	1114826	1121243	TTLL10	3.171023028212805
chr1	1141839	1142089	TNFRSF18	5.087113693010393
chr1	1149298	1149548	TNFRSF4	2.5435568465051963
chr1	1167197	1167447	SDF4	7.630670539515589
chr1	1167378	1170420	B3GALT6	205.6919737804991
chr1	1181852	1182102	C1QTNF12	0.0
chr1	1208984	1209234	UBE2J2	0.0
chr1	1215565	1227409	SCNN1D	67.9699207969347
chr1	1243019	1243269	ACAP3	20.34845477204157
chr1	1243709	1247057	PUSL1	160.11188930733874
chr1	1259817	1260067	INTS11	2.5435568465051963
chr1	1259892	1264276	CPTP	130.39790174544774
chr1	1266475	1270700	TAS1R3	37.77708689188191
chr1	1284242	1284492	DVL1	20.34845477204157
chr1	1293924	1294174	MXRA8	175.50542240885855
chr1	1310568	1310818	AURKAIP1	15.261341079031178
chr1	1334468	1334718	CCNL2	15.261341079031178
chr1	1334659	1337426	LOC148413	202.23437160503906
chr1	1342443	1342693	MRPL20	122.09072863224942
chr1	1356574	1356824	ANKRD65	17.804897925536373
chr1	1361257	1363167	TMEM88B	9.987788664287418
chr1	1369703	1369953	LINC01770	25.43556846505196
chr1	1370652	1378262	VWA1	57.572623759595274
chr1	1384818	1405538	ATAD3C	1.1048268155669287
chr1	1406884	1431584	ATAD3B	119.68619209921717
chr1	1447272	1470067	ATAD3A	94.73479985448175
chr1	1475490	1475740	TMEM240	2.5435568465051963
chr1	1510012	1510262	SSU72	55.95825062311431
chr1	1535226	1535476	FNDC10	25.43556846505196
chr1	1550544	1565990	MIB2	99.998374662714
chr1	1567309	1570030	MMP23B	8.880481456008587
chr1	1655609	1655859	CDK11B	7.630670539515589
chr1	1623993	1624243	SLC35E2B	35.60979585107275
chr1	1631127	1633247	MMP23A	0.29994774133315993
chr1	1655754	1656004	CDK11A	127.17784232525982
chr1	1677188	1677438	SLC35E2	20.34845477204157
chr1	1709659	1709909	NADK	10.174227386020785
chr1	1822306	1822556	GNB1	25.43556846505196
chr1	1846015	1848733	CALML6	13.10147014388254
chr1	1850490	1850740	TMEM52	5.087113693010393
chr1	1935026	1935276	CFAP74	2.5435568465051963
chr1	1950517	1962192	GABRD	0.21786354145654785
chr1	1981259	1981509	LOC105378591	0.0
chr1	1981658	2116834	PRKCZ	14.794575742474334
chr1	2125964	2126214	FAAP20	7.630670539515589
chr1	2159883	2241652	SKI	108.84982444610192
chr1	2322940	2323190	MORN1	5.087113693010393
chr1	2283850	2284100	LOC100129534	0.0
chr1	2322963	2336885	RER1	244.3162902592353
chr1	2343760	2344010	PEX10	30.522682158062356
chr1	2407503	2436969	PLCH2	0.30212614412435307
chr1	2457817	2458067	PANK4	58.50180746961951
chr1	2461434	2461684	HES5	5.087113693010393
chr1	2488200	2488450	LOC115110	22.892011618546764
chr1	2487553	2497061	TNFRSF14	38.72316507484509
chr1	2497723	2515973	LOC100996583	5.261329915373762
chr1	2517938	2522908	FAM213B	64.61248528597203
chr1	2564231	2564481	MMEL1	0.0
chr1	2705980	2706230	TTC34	0.0
chr1	2937795	2939467	ACTRT2	0.0
chr1	2984039	2984289	LINC00982	0.0
chr1	2985491	3355185	PRDM16	0.7722988634389746
chr1	3370896	3397677	ARHGEF16	16.739550210841298
chr1	3527809	3528059	MEGF6	0.0
chr1	3541305	3546694	TPRG1L	132.9833255711336
chr1	3566421	3566671	WRAP73	0.0
chr1	3568878	3652765	TP73	14.205495280409176
chr1	3663687	3663937	TP73-AS1	2.5435568465051963
chr1	3668714	3688209	CCDC27	1.0763962033171515
chr1	3689100	3692546	SMIM1	224.0190083906927
chr1	3712818	3713068	LRRC47	45.78402323709353
chr1	3773547	3773797	CEP104	7.630670539515589
chr1	3773580	3801993	DFFB	64.38789504272208
chr1	3816607	3816857	C1orf174	73.76314854865069
chr1	3816717	3832011	LINC01134	95.67026781431373
chr1	4000421	4012643	LINC01346	0.9365084118207644
chr1	4471860	4484744	LINC01777	0.0
chr1	4714854	4843851	AJAP1	0.11337823257443877
chr1	6052283	6052533	NPHP4	12.71778423252598
chr1	6085822	6161253	KCNAB2	82.51360320555494
chr1	6239944	6240194	CHD5	0.0
chr1	6259429	6259679	RPL22	2.5435568465051963
chr1	6265590	6265840	LOC102724450	99.19871701370265
chr1	6265938	6281359	RNF207	116.61336427463677
chr1	6295794	6296044	ICMT	30.522682158062356
chr1	6296049	6299502	LINC00337	44.381494353298024
chr1	6304001	6305638	HES3	0.7768957991769079
chr1	6320785	6321035	GPR153	5.087113693010393
chr1	6453576	6453826	ACOT7	193.3103203343949
chr1	6479729	6479979	HES2	0.0
chr1	6484597	6521004	ESPN	31.858211937439762
chr1	6526005	6526255	TNFRSF25	2.5435568465051963
chr1	6551511	6551761	PLEKHG5	2.5435568465051963
chr1	6614408	6614658	NOL9	5.087113693010393
chr1	6615087	6639817	TAS1R1	5.374073806303942
chr1	6639800	6649340	ZBTB48	185.16773898300406
chr1	6662708	6662958	KLHL21	53.41469377660912
chr1	6673505	6684093	PHF13	165.51857454118627
chr1	6684959	6693642	THAP3	143.83121175101363
chr1	6761716	6761966	DNAJC11	7.630670539515589
chr1	6784554	6790072	LINC01672	0.23047814846911888
chr1	6845133	6948261	CAMTA1	75.428910924526
chr1	7831078	7841492	VAMP3	108.81069474919002
chr1	7844238	7905240	PER3	34.461980486484784
chr1	7912854	7913104	UTS2	12.71778423252598
chr1	8002975	8003225	TNFRSF9	0.0
chr1	8021463	8045342	PARK7	140.2050629931096
chr1	8086143	8086393	ERRFI1	7.630670539515589
chr1	8268481	8275268	LINC01714	6.933225528266705
chr1	8377894	8404227	SLC45A1	0.19318397801277454
chr1	8877449	8877699	RERE	5.087113693010393
chr1	8484454	8495076	LOC102724552	10.7158886161841
chr1	8938901	8939151	ENO1	376.446413282769
chr1	8938643	8939943	ENO1-AS1	246.52935589204208
chr1	9005642	9035148	CA6	0.19396064883876807
chr1	9086154	9086404	SLC2A7	0.0
chr1	9129637	9129887	SLC2A5	0.0
chr1	9188979	9189229	GPR157	5.087113693010393
chr1	9242147	9242397	MIR34AHG	0.0
chr1	9242012	9252144	LINC01759	0.06276048278980448
chr1	9294612	9331394	H6PD	84.22740033286198
chr1	9352690	9429590	SPSB1	6.011592416805193
chr1	9488805	9489055	LOC100506022	2.5435568465051963
chr1	9599277	9642831	SLC25A33	110.53674108515199
chr1	9648681	9665020	TMEM201	101.11023757911285
chr1	9711539	9789172	PIK3CD	48.162876152701024
chr1	9714394	9714644	PIK3CD-AS1	35.60979585107275
chr1	9747382	9747632	PIK3CD-AS2	76.30670539515589
chr1	9884334	9884584	CLSTN1	15.261341079031178
chr1	9970066	9970316	CTNNBIP1	10.174227386020785
chr1	10003235	10003485	LZIC	17.804897925536373
chr1	10003235	10045556	NMNAT1	94.01381813156004
